Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CDOR,"Condor Hospitality Trust, Inc.",8.31,98782075.23,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",1.15,75084510.85,n/a,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",4.1,35271082.3,n/a,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr
CNFRL,"Conifer Holdings, Inc.",24.4924,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl
CNMD,CONMED Corporation,77.42,2179406136,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",68.22,822741386.4,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",20.71,730506543,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",23.2,736088370.4,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",9.74,693364311.7,n/a,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.95,193787439,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,10.33,191414900,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.1693,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.41,192897300,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.0796,0,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw
CNST,"Constellation Pharmaceuticals, Inc.",10.25,264294886.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst
ROAD,"Construction Partners, Inc.",12.25,629829082.8,n/a,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road
CPSS,"Consumer Portfolio Services, Inc.",4.2,94876105.8,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,0.4011,31851172.91,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc.,0.2376,3883315.392,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,16.9,448196145.8,n/a,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl
AWSM,Cool Holdings Inc.,3.31,25794558.58,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/awsm
CPRT,"Copart, Inc.",58.24,13290711965,n/a,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",5.86,335470326.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,12.09,1387004467,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",38.18,1744967457,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core
CSOD,"Cornerstone OnDemand, Inc.",54.05,3194366351,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod
CORV,Correvio Pharma Corp.,3.8,148974983.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CLDB,Cortland Bancorp,25,108777025,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cldb
CRVL,CorVel Corp.,63.21,1178119295,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",4.33,126791432.4,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",459.98,16767112303,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,227.82,1.00353E+11,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.6999,10106100.99,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",17.5,117198375,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,90.59,5385110230,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",22.4,410951878.4,n/a,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti
CVET,"Covetrus, Inc.",33.41,3714965213,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvet
COWN,Cowen Inc.,14.45,436014849.1,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,25.27,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl
COWNZ,Cowen Inc.,25.18,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,3.74,41739809.98,n/a,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.4237,18797731.83,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",50.15,406272321.5,n/a,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",157.96,3797575437,n/a,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",15.18,294215147.2,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,24.48,1000991827,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray
CREX,"Creative Realities, Inc.",2.36,6991171.96,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex
CREXW,"Creative Realities, Inc.",0.4497,0,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw
CACC,Credit Acceptance Corporation,440.8,8278350510,n/a,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc
DGLD,Credit Suisse AG,45.38,18333973.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld
DSLV,Credit Suisse AG,28.805,29062401.48,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv
GLDI,Credit Suisse AG,8.62,36129230.12,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse AG,6.75,22621902.75,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo
TVIX,Credit Suisse AG,33.99,679232740.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix
UGLD,Credit Suisse AG,97.22,126048938.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
USLV,Credit Suisse AG,69.6,218489364,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv
USOI,Credit Suisse AG,22.02,6495900,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi
VIIX,Credit Suisse AG,14.05,43824450.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix
ZIV,Credit Suisse AG,71.68,103075840,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
CREE,"Cree, Inc.",52.07,5374886802,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree
CRSAU,Crescent Acquisition Corp,10,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crsau
CRESY,Cresud S.A.C.I.F. y A.,11.88,474076057,39905392,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy
CRNX,"Crinetics Pharmaceuticals, Inc.",25.19,605491601.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx
CRSP,CRISPR Therapeutics AG,37.7,1970924596,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,28.21,1861810604,65998249,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",25.18,1846608840,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox
CRON,Cronos Group Inc.,21.74,3885373278,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron
CCRN,"Cross Country Healthcare, Inc.",7.57,274418056.4,n/a,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",5.3069,53719403.05,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",10.76,325378408,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",7.39,0,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",41.15,1357423527,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,2.82,126465457.7,n/a,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,10.2894,41355712.11,n/a,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",55.42,835272727.3,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,71.77,58537791368,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,1,57988562,n/a,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,2.78,10316441,n/a,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",40.81,19871054693,486916312,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",6.5,134533444.5,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",1.33,37972553.36,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,5.8,89792682.6,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,18.59,306441947.2,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.06,35099934.76,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",16.42,228300888.6,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,21.44,3008747560,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,4.05,26355431.7,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3.71,21651968.1,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,106.83,3800842929,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,20.15,142625528.5,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.797,9960465.259,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.28,1770241.44,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,12.36,734667646.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,14.81,5389039933,n/a,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.23,119828267.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,49.91,5403147696,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",6.25,341943125,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",9.5,428557179,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc.,0.2415,3188140.515,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx
CYTXZ,Cytori Therapeutics Inc.,0.0024,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz
CTSO,Cytosorbents Corporation,7.2,227893111.2,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.684,23008050.68,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),223.5,308596731,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",7.8,351097687.2,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",0.9472,10819070.9,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,0.703,25700115.83,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.0932,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",10.05,166581051.5,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",4.62,297778320.8,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",0.27,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,6.19,51616107.32,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DTSS,Datasea Inc.,3.1,64925922.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtss
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",45.69,1765636410,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,1.3034,33898510.47,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,21.9897,140734080,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,17.42,106262000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,22.09,175615500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,22.48,197824000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,3.07,70517887.72,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,8.36,227422413.7,27203638,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DDMX,DD3 Acquisition Corp.,9.8,70787360,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
DDMXU,DD3 Acquisition Corp.,10.03,72448696,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
DDMXW,DD3 Acquisition Corp.,0.24,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw
DCPH,"Deciphera Pharmaceuticals, Inc.",25.8,971658985.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",8.1,269906539.5,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",9.98,376886306.8,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",1.2,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",0.3215,8225748.86,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DNLI,Denali Therapeutics Inc.,20.61,1957065666,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,17.56,1083116130,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,48.56,10806912670,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
DERM,"Dermira, Inc.",7.98,337778772.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,2.55,36841186.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.48,122707471.1,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",3.03,48132274.17,n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
DXCM,"DexCom, Inc.",143.24,12891853105,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
DFBH,DFB Healthcare Acquisitions Corp.,9.94,310625000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh
DFBHU,DFB Healthcare Acquisitions Corp.,10.33,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DFBHW,DFB Healthcare Acquisitions Corp.,1.15,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw
DHXM,DHX Media Ltd.,1.77,238753037.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm
DMAC,DiaMedica Therapeutics Inc.,3.3,39457684.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmac
DHIL,"Diamond Hill Investment Group, Inc.",138.27,484045937.1,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",95.5,15698435351,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DPHCU,DiamondPeak Holdings Corp.,10,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcu
DRNA,"Dicerna Pharmaceuticals, Inc.",10.93,685660126.1,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,5,16881145,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,12.59,348428287.8,n/a,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,29.64,359668062,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,0.7447,15065748.67,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",4.13,43054225.76,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",3.1,243568612,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",19.73,712113943,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,37.11,1920072142,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod
DISCA,"Discovery, Inc.",28.92,15132542206,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",31,16220913153,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",27.29,14279636127,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,31.75,14855322239,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,3.85,25094350.05,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",0.95,30948042.65,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,5.98,71976242.78,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,45.03,671077316.8,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,38.685,167186705.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf
DOCU,"DocuSign, Inc.",55.99,9252384733,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
DOGZ,Dogness (International) Corporation,3.6,93289071.6,n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",102.4,24368124006,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",1.601,22611174.36,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.0559,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
DOMO,"Domo, Inc.",31.05,817792509.2,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
DGICA,"Donegal Group, Inc.",13.31,377535195.2,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",12.95,367323875.1,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",18.37,592979448.4,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",82.91,2735614704,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",7.65,215761349.7,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,1.78,20330081.32,n/a,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
DBX,"Dropbox, Inc.",22.23,9142617441,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",0.53,5147595.32,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
DRYS,DryShips Inc.,5.17,482932186.8,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",13.29,294988135.9,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,22.44,731069977.4,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",70.74,5845680119,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,0.6924,112210148.7,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",42.17,740937526.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,0.9951,17379962.83,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.06,17022904.76,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,8.34,533734237.7,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,46.86,11542183413,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),22.4,1807064112,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",17.56,113678031.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",55.74,1918413948,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.41,320133427.7,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.62,25393558.96,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",47.67,663281571.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",52.21,7578103725,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),28.76,179968230.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",5.8,51540783.6,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
